course_number,course_title
LINGUIS 141,Empiricism and Linguistics
LINGUIS C142,Language and Thought
LINGUIS 146,Language Acquisition
LINGUIS C146,Language Acquisition
LINGUIS C147,Language Disorders
LINGUIS 148,Phonological Development
LINGUIS 150,Sociolinguistics
LINGUIS 151,Language and Gender
LINGUIS 152,Pidgin and Creole Languages
LINGUIS 153,Speech in Society
LINGUIS 154,Language Revitalization: Theory and Practice
LINGUIS 155AC,Language in the United States: a Capsule History
LINGUIS 158,Computational Methods
LINGUIS 159,The Deaf Community and American Sign Language
LINGUIS 159L,American Sign Language Laboratory
LINGUIS C160,Quantitative Methods in Linguistics
LINGUIS 165,"Topics in Music and Linguistics: Rhythm, Meter, and Text-setting"
LINGUIS 170,"History, Structure, and Sociolinguistics of a Particular Language"
LINGUIS 175,American Indian Languages
LINGUIS 181,Lexical Semantics
LINGUIS 183,The Linguistics of Game of Thrones and the Art of Language Invention
LINGUIS H195A,Linguistics Honors Course
LINGUIS H195B,Linguistics Honors Course
LINGUIS 197,Research Practicum
LINGUIS 198,Directed Group Study and Research
LINGUIS 199,Supervised Independent Study and Research
LINGUIS 200,Graduate Proseminar in Linguistics
LINGUIS 201,Advanced Graduate Proseminar in Linguistics
LINGUIS 201A,Second-Year Proseminar in Linguistics
LINGUIS 201B,Advanced Graduate Proseminar in Linguistics
LINGUIS 205,Advanced Cognitive Linguistics
LINGUIS 208,Psycholinguistics
LINGUIS 210,Phonetic Theory
LINGUIS 211A,Advanced Phonological Theory
LINGUIS 211B,Topics in Phonological Theory
LINGUIS 213,Advanced Experimental Phonetics
LINGUIS 215,Advanced Morphology
LINGUIS 220A,Syntax and Semantics 1
LINGUIS 220B,Syntax and Semantics II
LINGUIS 221,Advanced Logical Semantics
LINGUIS 222,Linguistic Typology
LINGUIS 225,Construction Grammar: The Relationship Between Thought and Language
LINGUIS 230,Historical Linguistics
LINGUIS 234,Indo-European Linguistics
LINGUIS 235,History of Linguistics
LINGUIS 240A,Field Methods
LINGUIS 240B,Field Methods
LINGUIS 242,"Language, Cognition, and Communication"
LINGUIS 243,"Language, Computation, and Cognition"
LINGUIS 245,Anthropological Linguistics
LINGUIS 250B,Sociolinguistic Analysis: Language Contact
LINGUIS 250C,Sociolinguistic Analysis: Language and Gender
LINGUIS 250D,Sociolinguistic Analysis: Conversation/Discourse Analysis
LINGUIS 250E,Sociolinguistic Analysis: Endangered Languages
LINGUIS 255,Introduction to Sociocultural Linguistics
LINGUIS 270,Structure of a Particular Language
LINGUIS 290A,Topics in Linguistic Theory: Syntax
LINGUIS 290B,Topics in Linguistic Theory: Semantics
LINGUIS 290D,Topics in Linguistic Theory: Pragmatics
LINGUIS 290E,Topics in Linguistic Theory: Phonology
LINGUIS 290F,Topics in Linguistic Theory: Diachronic Linguistics
LINGUIS 290H,Topics in Linguistic Theory: Linguistic Reconstruction
LINGUIS 290L,Additional Seminar on Special Topics to Be Announced
LINGUIS 290M,Topics in Linguistic Theory: Psycholinguistics
LINGUIS 297,Research Mentorship
LINGUIS 298,Special Group Study
LINGUIS 299,Special Individual Study
LINGUIS 301,Teaching Practice and Instruction
LINGUIS 375,Training for Linguistics Teaching Assistants
LINGUIS 601,Individual Study for Master's Students
LINGUIS 602,Individual Study for Doctoral Students
LINGUIS 700,Colloquium
MALAY/I 1A,Introductory Indonesian
MALAY/I 1B,Introductory Indonesian
MALAY/I 100A,Intermediate Indonesian
MALAY/I 100B,Intermediate Indonesian
MALAY/I 210A,Seminar in Malay Letters and Oral Traditions
MALAY/I 210B,Seminar in Malay Letters and Oral Traditions
MALAY/I 232,Readings in Modern Indonesian and Malaysian Literature
MAT SCI 24,Freshman Seminar
MAT SCI 45,Properties of Materials
MAT SCI 45L,Properties of Materials Laboratory
MAT SCI 102,"Bonding, Crystallography, and Crystal Defects"
MAT SCI 103,Phase Transformations and Kinetics
MAT SCI 104,Materials Characterization
MAT SCI 111,Properties of Electronic Materials
MAT SCI 112,Corrosion (Chemical Properties)
MAT SCI 113,Mechanical Behavior of Engineering Materials
MAT SCI 117,Properties of Dielectric and Magnetic Materials
MAT SCI C118,Biological Performance of Materials
MAT SCI 120,Materials Production
MAT SCI 121,Metals Processing
MAT SCI 122,Ceramic Processing
MAT SCI 123,ELECTRONIC MATERIALS PROCESSING
MAT SCI 125,Thin-Film Materials Science
MAT SCI 130,Experimental Materials Science and Design
MAT SCI 136,Materials in Energy Technologies
MAT SCI 140,Nanomaterials for Scientists and Engineers
MAT SCI C150,Introduction to Materials Chemistry
MAT SCI 151,Polymeric Materials
MAT SCI H194,Honors Undergraduate Research
MAT SCI 195,Special Topics for Advanced Undergraduates
MAT SCI 198,Directed Group Studies for Advanced Undergraduates
MAT SCI 199,Supervised Independent Study
MAT SCI 200A,Survey of Materials Science
MAT SCI 201A,Thermodynamics and Phase Transformations in Solids
MAT SCI 202,Crystal Structure and Bonding
MAT SCI 204,Theory of Electron Microscopy and X-Ray Diffraction
MAT SCI 205,Defects in Solids
MAT SCI C208,Biological Performance of Materials
MAT SCI C211,Mechanics of Solids
MAT SCI C212,Deformation and Fracture of Engineering Materials
MAT SCI 213,Environmental Effects on Materials Properties and Behavior
MAT SCI C214,Micromechanics
MAT SCI 215,Computational Materials Science
MAT SCI C216,Macromolecular Science in Biotechnology and Medicine
MAT SCI 217,Properties of Dielectric and Magnetic Materials
MAT SCI 223,Semiconductor Materials
MAT SCI 224,Magnetism and Magnetic Materials
MAT SCI C225,Thin-Film Science and Technology
MAT SCI C226,Photovoltaic Materials; Modern Technologies in the Context of a Growing Renewable Energy Market
MAT SCI 241,Electron Microscopy Laboratory
MAT SCI 242,Advanced Characterization Techniques
MAT SCI C250,Nanomaterials in Medicine
MAT SCI 251,Polymer Surfaces and Interfaces
MAT SCI 260,Surface Properties of Materials
MAT SCI C261,Introduction to Nano-Science and Engineering
MAT SCI C286,Modeling and Simulation of Advanced Manufacturing Processes
MAT SCI C287,Computational Design of Multifunctional/Multiphysical Composite Materials
MAT SCI 290A,Special Topics in Materials Science
MAT SCI 290M,Special Problems in Materials Science
MAT SCI 296A,Independent Research for Five-Year BS/MS Program
MAT SCI 296B,Independent Research for Five-Year BS/MS Program
MAT SCI 298,"Group Studies, Seminars, or Group Research"
MAT SCI 299,Individual Study or Research
MAT SCI 375A,Science and Engineering Pedagogy
MAT SCI 375B,Supervised Teaching of Materials Science and Engineering
MAT SCI 601,Individual Study for Master's Students
MAT SCI 602,Individual Study for Doctoral Students
MATH 1A,Calculus
MATH 1B,Calculus
MATH H1B,Honors Calculus
MATH 10A,"Methods of Mathematics: Calculus, Statistics, and Combinatorics"
MATH 10B,"Methods of Mathematics: Calculus, Statistics, and Combinatorics"
MATH 16A,Analytic Geometry and Calculus
MATH 16B,Analytic Geometry and Calculus
MATH 24,Freshman Seminars
MATH 32,Precalculus
MATH N32,Precalculus
MATH 39A,Freshman/Sophomore Seminar
MATH 49,Supplementary Work in Lower Division Mathematics
MATH 53,Multivariable Calculus
MATH H53,Honors Multivariable Calculus
MATH W53,Multivariable Calculus
MATH 54,Linear Algebra and Differential Equations
MATH H54,Honors Linear Algebra and Differential Equations
MATH 55,Discrete Mathematics
MATH 74,Transition to Upper Division Mathematics
MATH 91,Special Topics in Mathematics
MATH 96,College Algebra
MATH 98,Supervised Group Study
MATH 98BC,Berkeley Connect
MATH 99,Supervised Independent Study
MATH C103,Introduction to Mathematical Economics
MATH 104,Introduction to Analysis
MATH H104,Honors Introduction to Analysis
MATH 105,Second Course in Analysis
MATH 110,Linear Algebra
MATH H110,Honors Linear Algebra
MATH 113,Introduction to Abstract Algebra
MATH H113,Honors Introduction to Abstract Algebra
MATH 114,Second Course in Abstract Algebra
MATH 115,Introduction to Number Theory
MATH 116,Cryptography
MATH 118,"Fourier Analysis, Wavelets, and Signal Processing"
MATH 121A,Mathematical Tools for the Physical Sciences
MATH 121B,Mathematical Tools for the Physical Sciences
MATH 123,Ordinary Differential Equations
MATH 125A,Mathematical Logic
MATH 126,Introduction to Partial Differential Equations
MATH 127,Mathematical and Computational Methods in Molecular Biology
MATH 128A,Numerical Analysis
MATH 128B,Numerical Analysis
MATH 130,The Classical Geometries
MATH 135,Introduction to the Theory of Sets
MATH 136,Incompleteness and Undecidability
MATH 140,Metric Differential Geometry
MATH 141,Elementary Differential Topology
MATH 142,Elementary Algebraic Topology
MATH 143,Elementary Algebraic Geometry
MATH 151,Mathematics of the Secondary School Curriculum I
MATH 152,Mathematics of the Secondary School Curriculum II
MATH 153,Mathematics of the Secondary School Curriculum III
MATH 160,History of Mathematics
MATH 170,Mathematical Methods for Optimization
MATH 172,Combinatorics
MATH 185,Introduction to Complex Analysis
MATH H185,Honors Introduction to Complex Analysis
MATH 189,Mathematical Methods in Classical and Quantum Mechanics
MATH 191,Experimental Courses in Mathematics
MATH 195,Special Topics in Mathematics
MATH 196,Honors Thesis
MATH 197,Field Study
MATH 198,Directed Group Study
MATH 198BC,Berkeley Connect
MATH 199,Supervised Independent Study and Research
MATH 202A,Introduction to Topology and Analysis
MATH 202B,Introduction to Topology and Analysis
MATH 203,Asymptotic Analysis in Applied Mathematics
MATH 204,Ordinary Differential Equations
MATH 205,Theory of Functions of a Complex Variable
MATH 206,Banach Algebras and Spectral Theory
MATH 208,C*-algebras
MATH 209,Von Neumann Algebras
MATH 212,Several Complex Variables
MATH 214,Differentiable Manifolds
MATH 215A,Algebraic Topology
MATH 215B,Algebraic Topology
MATH C218A,Probability Theory
MATH C218B,Probability Theory
MATH 219,Dynamical Systems
MATH 220,Introduction to Probabilistic Methods in Mathematics and the Sciences
MATH 221,Advanced Matrix Computations
MATH 222A,Partial Differential Equations
MATH 222B,Partial Differential Equations
MATH C223A,Advanced Topics in Probability and Stochastic Process
MATH C223B,Advanced Topics in Probability and Stochastic Processes
MATH 224A,Mathematical Methods for the Physical Sciences
MATH 224B,Mathematical Methods for the Physical Sciences
MATH 225A,Metamathematics
MATH 225B,Metamathematics
MATH 227A,Theory of Recursive Functions
MATH 228A,Numerical Solution of Differential Equations
MATH 228B,Numerical Solution of Differential Equations
MATH 229,Theory of Models
MATH 235A,Theory of Sets
MATH 236,Metamathematics of Set Theory
MATH 239,Discrete Mathematics for the Life Sciences
MATH C239,Discrete Mathematics for the Life Sciences
MATH 240,Riemannian Geometry
MATH 241,Complex Manifolds
MATH 242,Symplectic Geometry
MATH C243,Seq: Methods and Applications
MATH 245A,General Theory of Algebraic Structures
MATH 249,Algebraic Combinatorics
MATH 250A,"Groups, Rings, and Fields"
MATH 250B,Multilinear Algebra and Further Topics
MATH 251,Ring Theory
MATH 252,Representation Theory
MATH 253,Homological Algebra
MATH 254A,Number Theory
MATH 254B,Number Theory
MATH 255,Algebraic Curves
MATH 256A,Algebraic Geometry
MATH 256B,Algebraic Geometry
MATH 257,Group Theory
MATH 258,Harmonic Analysis
MATH 261A,Lie Groups
MATH 261B,Lie Groups
MATH 265,Differential Topology
MATH 270,Hot Topics Course in Mathematics
MATH 273,Topics in Numerical Analysis
MATH 274,Topics in Algebra
MATH 275,Topics in Applied Mathematics
MATH 276,Topics in Topology
MATH 277,Topics in Differential Geometry
MATH 278,Topics in Analysis
MATH 279,Topics in Partial Differential Equations
MATH 290,Seminars
MATH 295,Individual Research
MATH 299,Reading Course for Graduate Students
MATH 301,Undergraduate Mathematics Instruction
MATH 302,Teaching Workshop
MATH 303,Professional Preparation: Supervised Teaching of Mathematics
MATH 375,Teaching Workshop
MATH 600,Individual Study for Master's Students
MATH 602,Individual Study for Doctoral Students
MEC ENG 24,Freshman Seminars
MEC ENG 40,Thermodynamics
MEC ENG C85,Introduction to Solid Mechanics
MEC ENG W85,Introduction to Solid Mechanics
MEC ENG 98,Supervised Independent Group Studies
MEC ENG 101,Introduction to Lean Manufacturing Systems
MEC ENG 102A,Introduction to Mechanical Systems for Mechatronics
MEC ENG 102B,Mechatronics Design
MEC ENG 103,Experimentation and Measurements
MEC ENG 104,Engineering Mechanics II
MEC ENG 106,Fluid Mechanics
MEC ENG 107,Mechanical Engineering Laboratory
MEC ENG 108,Mechanical Behavior of Engineering Materials
MEC ENG 109,Heat Transfer
MEC ENG 110,Introduction to Product Development
MEC ENG C115,Molecular Biomechanics and Mechanobiology of the Cell
MEC ENG C117,Structural Aspects of Biomaterials
MEC ENG 118,Introduction to Nanotechnology and Nanoscience
MEC ENG 119,Introduction to MEMS (Microelectromechanical Systems)
MEC ENG 120,Computational Biomechanics Across Multiple Scales
MEC ENG 122,Processing of Materials in Manufacturing
MEC ENG 130,Design of Planar Machinery
MEC ENG 131,Vehicle Dynamics and Control
MEC ENG 132,Dynamic Systems and Feedback
MEC ENG 133,Mechanical Vibrations
MEC ENG C134,Feedback Control Systems
MEC ENG 135,Design of Microprocessor-Based Mechanical Systems
MEC ENG 136,Introduction to Control of Unmanned Aerial Vehicles
MEC ENG 138,Introduction to Micro/Nano Mechanical Systems Laboratory
MEC ENG 140,Combustion Processes
MEC ENG 146,Energy Conversion Principles
MEC ENG 150A,"Solar-Powered Vehicles: Analysis, Design and Fabrication"
MEC ENG 151,Advanced Heat Transfer
MEC ENG 163,Engineering Aerodynamics
MEC ENG 164,Marine Statics and Structures
MEC ENG 165,Ocean-Environment Mechanics
MEC ENG 167,Microscale Fluid Mechanics
MEC ENG 168,Mechanics of Offshore Systems
MEC ENG 170,Engineering Mechanics III
MEC ENG 173,Fundamentals of Acoustics
MEC ENG 175,Intermediate Dynamics
MEC ENG C176,Orthopedic Biomechanics
MEC ENG C178,Designing for the Human Body
MEC ENG C180,Engineering Analysis Using the Finite Element Method
MEC ENG 185,Introduction to Continuum Mechanics
MEC ENG 190K,Professional Communication for Mechanical Engineers
MEC ENG 190L,Practical Control System Design: A Systematic Loopshaping Approach
MEC ENG 190M,Model Predictive Control
MEC ENG 190Y,Practical Control System Design: A Systematic Optimization Approach
MEC ENG 191AC,Cases and Conflicts in Engineering Ethics
MEC ENG 191K,Professional Communication
MEC ENG 193A,Special Topics in Biomechanical Engineering
MEC ENG 193B,Special Topics in Controls
MEC ENG 193C,Special Topics in Design
MEC ENG 193D,Special Topics in Dynamics
MEC ENG 193E,Special Topics in Energy Science and Technology
MEC ENG 193F,Special Topics in Fluids
MEC ENG 193G,Special Topics in Manufacturing
MEC ENG 193H,Special Topics in Materials
MEC ENG 193I,Special Topics in Mechanics
